r,product
0.5,1.8350953896309827e-09
1.5,2.3655096594291397e-09
2.5,4.164825993370029e-09
3.5,7.561153473811457e-09
4.5,1.4108310751049391e-08
5.5,2.995718179419941e-08
6.5,5.929488161797144e-08
7.5,1.1867615527803302e-07
8.5,2.4652894812410766e-07
9.5,4.784057539370291e-07
10.5,9.233951922757254e-07
11.5,1.7627307639619067e-06
12.5,3.2871867820927516e-06
13.5,6.45490137540267e-06
14.5,1.2303406766617628e-05
15.5,2.2232884784942032e-05
16.5,3.937749374305216e-05
17.5,7.084867186279557e-05
18.5,0.0001306032977215408
19.5,0.0002264250550524127
20.5,0.0003816839095833092
21.5,0.0006705679861374043
22.5,0.0011181741963005147
23.5,0.0018042939682409585
24.5,0.002937576647785547
25.5,0.004833273859810465
26.5,0.007835174611870289
27.5,0.012220022488484647
28.5,0.018759270255458264
29.5,0.02833905409217255
30.5,0.0423077890950716
31.5,0.06221983909902743
32.5,0.08717263387831861
33.5,0.11641442687671111
34.5,0.1509575694668152
35.5,0.18808677923007389
36.5,0.22417612826510722
37.5,0.26180205430726544
38.5,0.3000185181206054
39.5,0.33637319975386365
40.5,0.36870496810014797
41.5,0.40106670839706465
42.5,0.4317557968987686
43.5,0.4594842130421031
44.5,0.48534776028556154
45.5,0.5080606680248202
46.5,0.527660952588634
47.5,0.5451293160095663
48.5,0.5600827447276998
49.5,0.5718460316703162
50.5,0.5800141854505281
51.5,0.584769939006153
52.5,0.5859100110113625
53.5,0.5824718654202298
54.5,0.575436192585202
55.5,0.5635140752948381
56.5,0.5468728637161483
57.5,0.5254519508995928
58.5,0.4991530336815421
59.5,0.46845416621852537
60.5,0.43058877230589404
61.5,0.3872219702603516
62.5,0.33825933623448057
63.5,0.2860078999132035
64.5,0.23278646679914802
65.5,0.18205929908579355
66.5,0.13940938778095024
67.5,0.1057630745983719
68.5,0.07907425236894967
69.5,0.05862191989886096
70.5,0.04351812234840117
71.5,0.032156219312467066
72.5,0.023365793464680432
73.5,0.0167533730383729
74.5,0.011970403930215852
75.5,0.008516032798421763
76.5,0.006011989502335305
77.5,0.004163409989414686
78.5,0.0028915750889029986
79.5,0.001987079355880111
80.5,0.001345263684201167
81.5,0.0009011895102927558
82.5,0.0005949726522315515
83.5,0.00039281490835874495
84.5,0.000255492035443578
85.5,0.00016390316790268364
86.5,0.00010343409936557031
87.5,6.481999087295125e-05
88.5,4.078584556668724e-05
89.5,2.496881216308133e-05
90.5,1.504388540486773e-05
91.5,9.027603581895814e-06
92.5,5.359444761395952e-06
93.5,3.1499049277512156e-06
94.5,1.800385324487252e-06
95.5,1.0321932661029253e-06
96.5,5.86738823294581e-07
97.5,3.253090376699198e-07
98.5,1.7745940079291024e-07
99.5,9.568804810074287e-08
100.5,5.135833942916602e-08
101.5,2.6858767623378746e-08
102.5,1.3883032255172813e-08
103.5,7.19094006017496e-09
104.5,3.6563641842367744e-09
105.5,1.8332148336046214e-09
106.5,8.937941044497472e-10
107.5,4.3183392559503036e-10
108.5,2.0623546440088395e-10
109.5,9.895945113152048e-11
110.5,4.645388472358091e-11
111.5,2.092006770517556e-11
112.5,9.41970575307108e-12
113.5,4.177936110032611e-12
114.5,1.8192206352171794e-12
115.5,7.67495610929614e-13
116.5,3.302231311077059e-13
117.5,1.403678051923009e-13
118.5,5.6666772752677087e-14
119.5,2.304922439366552e-14
120.5,9.154685580444046e-15
121.5,3.68316312062667e-15
122.5,1.440788317126381e-15
123.5,5.240840682877668e-16
124.5,1.9700402255586867e-16
125.5,7.133284834399975e-17
126.5,2.6633795999476803e-17
127.5,9.413477778245537e-18
128.5,3.2408661120355537e-18
129.5,1.1425447389684955e-18
130.5,3.7704453073841857e-19
131.5,1.271551261325792e-19
132.5,4.065534732629759e-20
133.5,1.2875195906894433e-20
134.5,4.2006098379119924e-21
135.5,1.2617278544074676e-21
136.5,3.9421629220167436e-22
137.5,1.1496167413003126e-22
138.5,3.482320867812188e-23
139.5,1.0289737591632e-23
140.5,2.7732759850872502e-24
141.5,8.216792817996068e-25
142.5,2.168871055239304e-25
143.5,5.965172534710157e-26
144.5,1.555336679598525e-26
145.5,4.071176350357802e-27
146.5,1.0243941395479472e-27
147.5,2.4989394663631005e-28
148.5,6.101583919840891e-29
149.5,1.4652028236100227e-29
150.5,3.520737579726212e-30
151.5,8.44590399356458e-31
152.5,1.803285134176462e-31
153.5,4.192644943103257e-32
154.5,8.885398063689116e-33
155.5,1.9495383313124883e-33
156.5,4.0208112220886914e-34
157.5,8.023567317446861e-35
158.5,1.656504772875985e-35
159.5,3.167427347953511e-36
160.5,6.093224118587045e-37
161.5,1.101374010474438e-37
162.5,2.0613576701375236e-38
163.5,3.6253820180659437e-39
164.5,6.082738396264378e-40
165.5,1.0381059128733617e-40
166.5,1.652109237015131e-41
167.5,2.8253030872433495e-42
168.5,4.474240210776588e-43
169.5,6.448531130476025e-44
170.5,9.838506961046831e-45
171.5,1.3853440566084489e-45
172.5,1.9919015072874715e-46
173.5,2.5849319373349933e-47
174.5,3.429791048305344e-48
175.5,4.547893734816949e-49
176.5,5.499306993860979e-50
177.5,6.832491637156632e-51
178.5,7.48681865977977e-52
179.5,8.584114162741767e-53
180.5,9.547061904928189e-54
181.5,9.763306457948928e-55
182.5,9.308772159713595e-56
183.5,8.941194777248904e-57
184.5,8.734329237395592e-58
185.5,7.457670308289572e-59
186.5,6.251256771549151e-60
187.5,5.2376565680294624e-61
188.5,4.076163149174861e-62
189.5,3.0748911649559866e-63
190.5,2.1461169220036238e-64
191.5,1.3982117563047382e-65
192.5,9.335423543723396e-67
193.5,5.272476289544518e-68
194.5,3.1223161742460704e-69
195.5,1.581918299153874e-70
196.5,7.856498670952727e-72
197.5,3.677757514951537e-73
198.5,1.5246958636784279e-74
199.5,6.097649354828112e-76
200.5,2.2126784531794637e-77
201.5,1.484311086458294e-81
202.5,9.046942862438115e-88
203.5,0.0
204.5,0.0
205.5,0.0
206.5,0.0
207.5,0.0
208.5,0.0
209.5,0.0
210.5,0.0
211.5,0.0
212.5,0.0
213.5,0.0
214.5,0.0
215.5,0.0
216.5,0.0
217.5,0.0
218.5,0.0
219.5,0.0
220.5,0.0
221.5,0.0
222.5,0.0
223.5,0.0
224.5,0.0
225.5,0.0
226.5,0.0
227.5,0.0
228.5,0.0
229.5,0.0
230.5,0.0
231.5,0.0
232.5,0.0
233.5,0.0
234.5,0.0
235.5,0.0
236.5,0.0
237.5,0.0
238.5,0.0
239.5,0.0
240.5,0.0
241.5,0.0
242.5,0.0
243.5,0.0
244.5,0.0
245.5,0.0
246.5,0.0
247.5,0.0
248.5,0.0
249.5,0.0
250.5,0.0
251.5,0.0
252.5,0.0
253.5,0.0
254.5,0.0
255.5,0.0
256.5,0.0
257.5,0.0
258.5,0.0
259.5,0.0
260.5,0.0
261.5,0.0
262.5,0.0
263.5,0.0
264.5,0.0
265.5,0.0
266.5,0.0
267.5,0.0
268.5,0.0
269.5,0.0
270.5,0.0
271.5,0.0
272.5,0.0
273.5,0.0
274.5,0.0
275.5,0.0
276.5,0.0
277.5,0.0
278.5,0.0
279.5,0.0
280.5,0.0
281.5,0.0
