r,product
0.5,3.951031016193768e-11
1.5,4.3027858510789143e-11
2.5,8.582633853451741e-11
3.5,1.7978878988259479e-10
4.5,3.839143545598729e-10
5.5,9.504836498343564e-10
6.5,2.169469758868604e-09
7.5,4.926117624006947e-09
8.5,1.181074818127073e-08
9.5,2.6010105741779108e-08
10.5,5.639732029427367e-08
11.5,1.2176158807744895e-07
12.5,2.530719839505716e-07
13.5,5.621534213399325e-07
14.5,1.1999076704350031e-06
15.5,2.4073192807073016e-06
16.5,4.7146561009580895e-06
17.5,9.36553656835783e-06
18.5,1.9253374190414216e-05
19.5,3.663226125372291e-05
20.5,6.738034049220089e-05
21.5,0.00013034188460926867
22.5,0.0002369336518880794
23.5,0.0004139504184242941
24.5,0.0007306001821542885
25.5,0.0013092885418856631
26.5,0.0022975760800221638
27.5,0.0038534198278222095
28.5,0.006367141799116453
29.5,0.010292792976971362
30.5,0.016506371663502405
31.5,0.02630259288938652
32.5,0.040104630288840634
33.5,0.05828775443679664
34.5,0.08247365967395573
35.5,0.11161945443082957
36.5,0.14222664985364433
37.5,0.1761512407512279
38.5,0.2120959082133108
39.5,0.2471495936820222
40.5,0.2787774776094588
41.5,0.3108970796412654
42.5,0.3416403823107486
43.5,0.3695691712448539
44.5,0.3959020302233487
45.5,0.4192826496900635
46.5,0.43963821255523294
47.5,0.4580513465372505
48.5,0.47415638072082383
49.5,0.48722150735153735
50.5,0.49684812305923387
51.5,0.5031122291204378
52.5,0.5058868910267252
53.5,0.5040460322603484
54.5,0.4986589280371083
55.5,0.4881663303312318
56.5,0.47308412708095565
57.5,0.4528874578201778
58.5,0.427675409177278
59.5,0.3971879274041819
60.5,0.35958453723118117
61.5,0.31663676951222547
62.5,0.26767501869172466
63.5,0.21715803359525893
64.5,0.17044678777482616
65.5,0.12899467444395357
66.5,0.09695081292263516
67.5,0.0719767967306295
68.5,0.05278758476306245
69.5,0.03841037321556971
70.5,0.027853593939736583
71.5,0.020082060193656426
72.5,0.014160803777135923
73.5,0.009873215960917036
74.5,0.006832290465462444
75.5,0.004702415552272976
76.5,0.0031936985575340823
77.5,0.002131512623991074
78.5,0.0014226259196597078
79.5,0.0009378487915554298
80.5,0.0006070536408678493
81.5,0.0003878499186252714
82.5,0.00024438353477212896
83.5,0.00015314760816222795
84.5,9.444868223981057e-05
85.5,5.73178187410228e-05
86.5,3.416639812619425e-05
87.5,2.01505477314377e-05
88.5,1.1937954188643798e-05
89.5,6.8447178622563305e-06
90.5,3.856984570480059e-06
91.5,2.1606057892289046e-06
92.5,1.1942989186267358e-06
93.5,6.522722981659041e-07
94.5,3.4429820249063046e-07
95.5,1.8261499898486997e-07
96.5,9.58044132911508e-08
97.5,4.877246428218657e-08
98.5,2.4378796865710448e-08
99.5,1.1990444746314898e-08
100.5,5.8747953520363026e-09
101.5,2.782930549877532e-09
102.5,1.3022187684656738e-09
103.5,6.109100011102359e-10
104.5,2.7949829730573294e-10
105.5,1.261944157819862e-10
